acousticness,danceability,energy,valence,instrumentalness,loudness,tempo,popularity,key,mode,duration_ms,speechiness,liveness,explicit,year
0.005,0.788,0.654,0.453,0.867,-9.229,124.007,0,1,1,529888,0.066,0.096,0,2015
0.007,0.799,0.846,0.563,0.206,-7.786,137.008,0,1,1,272520,0.055,0.051,0,2015
0.007,0.57,0.939,0.801,0,-0.716,103.983,58,5,0,227413,0.079,0.046,0,2015
0.065,0.76,0.692,0.919,0.86,-10.042,125.038,0,5,1,417251,0.048,0.097,0,2015
0.027,0.91,0.752,0.714,0,-10.168,142.951,0,10,1,217267,0.112,0.038,0,2015
0.029,0.654,0.811,0.967,0,-5.844,151.784,0,11,1,134442,0.035,0.145,0,2015
0.018,0.74,0.687,0.151,0.436,-8.452,120.001,0,10,0,308053,0.085,0.077,0,2015
0,0.295,0.85,0.395,0.018,-2.693,104.532,0,10,1,184242,0.04,0.132,0,2015
0.285,0.681,0.491,0.882,0.508,-12.129,128.209,0,4,1,169179,0.033,0.108,0,2015
0,0.764,0.726,0.167,0.894,-11.087,126.001,0,10,0,450493,0.051,0.075,0,2015
0.1,0.65,0.83,0.513,0.897,-9.173,118.995,0,1,1,488250,0.035,0.178,0,2015
0.003,0.651,0.741,0.386,0,-5.067,168.02,60,4,0,232773,0.041,0.217,0,2015
0.513,0.794,0.701,0.943,0.011,-7.913,113.39,0,5,1,206470,0.063,0.114,0,2015
0.839,0.708,0.306,0.607,0.762,-13.961,139.899,58,7,1,122127,0.038,0.108,0,2015
0.002,0.664,0.574,0.307,0.863,-12.937,123.912,0,2,1,496620,0.073,0.112,0,2015
0.019,0.79,0.614,0.351,0.095,-8.033,122.008,0,2,0,370484,0.052,0.26,0,2015
0.009,0.805,0.538,0.726,0.855,-10.094,119.995,0,9,1,419391,0.052,0.103,0,2015
0.005,0.64,0.767,0.56,0.851,-8.934,123.999,0,5,0,519885,0.03,0.09,0,2015
0.036,0.774,0.783,0.039,0.921,-8.836,120.027,0,8,0,481952,0.046,0.086,0,2015
0.001,0.808,0.716,0.378,0.918,-11.557,115.001,0,4,0,455837,0.084,0.419,0,2015
0,0.388,0.903,0.392,0.009,-3.73,135.878,0,11,0,240354,0.034,0.347,1,2015
0.004,0.714,0.673,0.641,0.883,-11.142,124.997,0,1,1,434480,0.053,0.114,0,2015
0.005,0.594,0.672,0.516,0.751,-12.371,120.009,0,1,1,544000,0.045,0.085,0,2015
0.225,0.333,0.779,0.545,0,-5.173,161.339,55,7,1,244580,0.064,0.063,0,2015
0.89,0.664,0.333,0.037,0.906,-11.99,109.977,0,0,1,186600,0.036,0.111,0,2015
0.401,0.595,0.718,0.542,0.845,-8.298,169.902,0,2,0,197695,0.047,0.259,0,2015
0,0.784,0.494,0.46,0.877,-13.892,124.99,0,7,0,417307,0.047,0.047,0,2015
0.716,0.566,0.613,0.218,0.8,-10.118,110.886,57,5,1,165672,0.09,0.085,0,2015
0.897,0.48,0.106,0.274,0,-17.72,91.05,0,10,1,194064,0.032,0.383,0,2015
0.013,0.459,0.994,0.113,0.702,-6.015,150.005,9,1,1,186689,0.212,0.095,0,2015
0.154,0.536,0.915,0.472,0.001,-4.993,115.037,58,2,1,252027,0.058,0.372,0,2015
0.788,0.426,0.06,0.352,0.001,-21.851,92.735,0,9,1,276062,0.033,0.191,0,2015
0.015,0.578,0.427,0.234,0.918,-14.324,87.032,1,7,1,220735,0.048,0.138,0,2015
0.001,0.875,0.446,0.645,0.546,-8.085,119.989,0,5,1,476000,0.107,0.069,0,2015
0.269,0.287,0.43,0.109,0.001,-10.014,93.984,63,5,0,295093,0.033,0.32,0,2015
0.015,0.553,0.767,0.522,0,-5.151,117.054,55,11,0,248067,0.039,0.394,0,2015
0.043,0.358,0.909,0.042,0.005,-6.856,129.945,56,0,0,273640,0.095,0.138,0,2015
0,0.509,0.685,0.219,0.885,-5.415,140.013,0,4,0,329195,0.029,0.072,0,2015
0.232,0.613,0.631,0.388,0.004,-7.731,140.002,55,3,1,185870,0.041,0.284,0,2015
0,0.819,0.635,0.298,0.862,-9.826,124.003,0,8,1,484839,0.051,0.107,0,2015
0,0.398,0.764,0.325,0.005,-7.311,140.092,0,7,1,102707,0.033,0.058,0,2015
0.008,0.498,0.537,0.298,0.003,-6.602,122.965,56,8,1,316020,0.029,0.105,0,2015
0.001,0.755,0.839,0.599,0.525,-7.304,118,0,10,1,525930,0.035,0.122,0,2015
0.729,0.312,0.466,0.195,0,-8.163,135.44,57,9,0,212280,0.051,0.215,1,2015
0.017,0.807,0.514,0.452,0.882,-8.337,124.013,0,5,0,468871,0.048,0.073,0,2015
0.219,0.498,0.874,0.194,0.502,-7.127,121.995,0,0,1,319307,0.037,0.219,0,2015
0.054,0.587,0.739,0.549,0,-5.762,100.005,57,0,1,215933,0.036,0.049,0,2015
0.035,0.804,0.444,0.325,0.853,-11.188,121.999,0,11,0,473948,0.115,0.094,0,2015
0.028,0.416,0.956,0.377,0,-2.793,150.034,16,0,0,235375,0.05,0.288,0,2015
0.004,0.804,0.43,0.399,0.89,-14.084,125.008,0,4,0,512400,0.057,0.099,0,2015
0.193,0.782,0.464,0.958,0,-8.904,120.424,0,0,1,201617,0.037,0.213,0,2015
0.009,0.689,0.849,0.168,0.744,-7.491,108.988,0,0,1,282018,0.03,0.138,0,2015
0.001,0.797,0.955,0.057,0.869,-6.217,127.994,0,11,0,515297,0.175,0.058,0,2015
0.048,0.806,0.414,0.179,0.867,-12.599,118.987,0,2,1,340694,0.058,0.087,0,2015
0.087,0.778,0.436,0.397,0.884,-10.622,123.993,0,1,1,433531,0.08,0.094,0,2015
0.015,0.797,0.896,0.086,0.863,-10.363,128.009,0,7,1,435264,0.063,0.104,0,2015
0.003,0.72,0.591,0.435,0.919,-14.09,123.019,0,1,1,532021,0.047,0.091,0,2015
0.567,0.406,0.5,0.734,0.421,-15.915,90.139,0,7,0,188055,0.035,0.38,0,2015
0,0.704,0.465,0.708,0.137,-8.356,75.01,0,9,0,201639,0.067,0.07,0,2015
0.747,0.557,0.831,0.913,0,-4.789,185.82,0,9,1,152205,0.095,0.142,0,2015
0.004,0.694,0.587,0.396,0.871,-8.926,126.002,0,3,0,457471,0.04,0.128,0,2015
0,0.804,0.656,0.662,0.826,-9.672,123.009,0,1,1,471070,0.06,0.078,0,2015
0.096,0.684,0.741,0.251,0.866,-9.169,124.001,0,11,1,560056,0.047,0.074,0,2015
0.261,0.733,0.589,0.838,0,-9.39,118.982,0,7,1,134837,0.036,0.09,0,2015
0.954,0.418,0.248,0.298,0,-9.997,130.953,74,3,1,243007,0.045,0.108,0,2016
0.235,0.522,0.428,0.399,0,-11.332,129.829,69,11,0,221538,0.143,0.278,1,2016
0.002,0.283,0.78,0.514,0,-6.035,153.459,4,5,1,385387,0.037,0.656,0,2016
0.982,0.455,0.221,0.265,0.214,-19.665,179.979,11,10,1,229333,0.05,0.201,0,2016
0.14,0.655,0.74,0.543,0,-4.081,182.105,67,2,1,202221,0.274,0.106,0,2016
0.264,0.739,0.333,0.395,0,-10.331,119.858,0,10,1,239534,0.084,0.378,0,2016
0.005,0.233,0.743,0.158,0,-7.163,88.137,5,0,0,259320,0.052,0.715,0,2016
0.617,0.69,0.416,0.479,0,-7.865,82.45,68,7,1,230600,0.034,0.102,0,2016
0.621,0.728,0.563,0.352,0,-8.053,100.017,68,1,0,217707,0.134,0.179,0,2016
0.627,0.861,0.33,0.718,0,-7.194,95.016,73,6,1,216000,0.053,0.14,0,2016
0.019,0.616,0.756,0.609,0,-5.52,78.944,61,6,1,219213,0.027,0.358,0,2016
0.001,0.441,0.752,0.315,0,-6.09,105.744,5,2,1,242907,0.034,0.493,0,2016
0.065,0.7,0.817,0.401,0,-5.329,122.174,25,4,0,225065,0.034,0.197,0,2016
0.219,0.863,0.868,0.923,0.023,-5.993,129.396,10,11,0,226400,0.041,0.13,0,2016
0.136,0.906,0.444,0.678,0,-8.692,140.063,71,4,0,235040,0.384,0.173,1,2016
0.039,0.48,0.81,0.396,0,-6.58,94.691,22,5,1,346107,0.272,0.431,1,2016
0.045,0.484,0.713,0.118,0,-5.906,152.131,3,8,1,273773,0.029,0.079,0,2016
0.571,0.765,0.327,0.292,0.048,-8.029,74.931,78,6,1,129600,0.277,0.079,1,2016
0.052,0.711,0.807,0.698,0,-5.052,116.971,64,7,0,223293,0.061,0.214,0,2016
0.727,0.404,0.919,0.03,0,-22.073,97.55,14,6,0,43627,0.192,0.166,0,2016
0,0.43,0.817,0.687,0,-4.534,119.643,0,7,0,151824,0.051,0.275,0,2016
0.297,0.341,0.505,0.635,0,-4.887,181.95,4,7,1,174280,0.027,0.309,0,2016
0.09,0.659,0.664,0.621,0,-7.741,151.996,61,6,1,221120,0.028,0.109,0,2016
0.065,0.832,0.625,0.574,0,-5.999,130.038,56,8,0,204542,0.281,0.105,1,2016
0.264,0.739,0.333,0.395,0,-10.331,119.858,0,10,1,239534,0.084,0.378,0,2016
0.428,0.314,0.526,0.195,0,-4.686,78.643,72,0,0,192441,0.048,0.126,0,2016
0,0.41,0.999,0.409,0.918,-4.329,138.003,1,7,1,342609,0.089,0.355,0,2016
0.03,0.536,0.694,0.291,0,-4.369,100.906,62,7,0,260000,0.033,0.183,0,2016
0.072,0.816,0.433,0.713,0,-6.372,129.852,60,6,1,150133,0.177,0.12,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.592,0.781,0.789,0.96,0,-4.252,135.968,4,8,1,185717,0.294,0.306,0,2016
0.73,0.425,0.406,0.124,0,-8.911,184.061,62,4,0,286957,0.176,0.107,1,2016
0.006,0.686,0.58,0.141,0.001,-8.197,127.976,0,4,0,395678,0.088,0.046,0,2016
0.264,0.739,0.333,0.395,0,-10.331,119.858,0,10,1,239534,0.084,0.378,0,2016
0.104,0.923,0.508,0.168,0,-8.668,108.039,65,1,1,126667,0.047,0.126,1,2016
0.057,0.766,0.692,0.275,0.636,-9.461,127.929,8,2,1,179993,0.042,0.158,0,2016
0.009,0.8,0.491,0.834,0.854,-8.914,80.024,0,5,0,324000,0.046,0.089,0,2016
0.657,0.535,0.561,0.474,0,-7.471,59.895,21,10,1,232000,0.051,0.147,0,2016
0.711,0.689,0.394,0.382,0.001,-10.102,117.489,71,2,0,212992,0.065,0.086,0,2016
0.002,0.784,0.596,0.353,0.001,-6.736,126.012,15,1,1,243787,0.042,0.056,0,2016
0.671,0.67,0.905,0.562,0,-6.855,104.965,71,1,1,167864,0.129,0.349,0,2016
0.047,0.553,0.639,0.442,0,-6.445,101.418,64,11,1,203475,0.046,0.107,0,2016
0.109,0.501,0.519,0.168,0,-5.88,133.99,78,4,0,195707,0.041,0.454,0,2016
0.002,0.69,0.714,0.534,0,-7.775,76.576,23,2,1,209109,0.166,0.084,0,2016
0.695,0.543,0.394,0.118,0,-9.637,137.811,72,8,1,314075,0.086,0.108,1,2016
0.002,0.806,0.892,0.317,0.917,-4.523,128.006,32,2,1,331890,0.042,0.067,0,2016
0.012,0.713,0.764,0.8,0,-6.597,90.081,0,8,0,70361,0.261,0.226,1,2016
0.035,0.664,0.714,0.71,0,-6.645,101.969,71,7,0,197933,0.111,0.084,1,2016
0.027,0.833,0.431,0.224,0,-9.604,133.938,58,0,1,189853,0.194,0.633,1,2016
0.698,0.491,0.318,0.448,0,-11.456,77.294,14,10,1,205439,0.043,0.101,0,2016
0.404,0.666,0.408,0.474,0.003,-7.464,92.01,58,1,1,161107,0.039,0.032,0,2016
0.024,0.773,0.747,0.801,0,-4.061,126.014,78,5,1,246240,0.088,0.109,0,2016
0.008,0.658,0.82,0.697,0,-5.825,112.938,63,0,1,237400,0.067,0.084,0,2016
0.013,0.601,0.854,0.49,0,-6.181,121.964,4,9,0,263680,0.04,0.532,0,2016
0.003,0.521,0.885,0.344,0.009,-4.934,115.985,72,4,0,203080,0.125,0.324,0,2016
0.019,0.341,0.841,0.248,0,-7.54,119.012,4,5,1,256160,0.062,0.377,0,2016
0.004,0.464,0.971,0.232,0.345,-3.284,133.969,0,5,0,134490,0.041,0.381,0,2016
0.954,0.502,0.17,0.381,0,-14.62,100.051,64,0,1,136048,0.032,0.115,0,2016
0.198,0.654,0.751,0.869,0.258,-9.624,143.363,11,9,0,270773,0.03,0.073,0,2016
0.092,0.755,0.552,0.322,0.041,-12.162,130.031,0,6,0,217732,0.058,0.718,1,2016
0.06,0.77,0.623,0.095,0,-7.025,134.974,59,8,0,199100,0.057,0.117,1,2016
0.302,0.461,0.879,0.817,0,-4.621,175.929,60,6,0,194107,0.175,0.35,0,2016
0.002,0.769,0.742,0.046,0.809,-8.219,139.998,2,1,0,345876,0.054,0.082,0,2016
0.236,0.886,0.525,0.708,0,-7.39,145.99,65,8,1,225205,0.132,0.057,1,2016
0.006,0.706,0.82,0.595,0.002,-4.469,118.951,62,7,1,156493,0.056,0.049,0,2016
0.015,0.809,0.78,0.357,0,-5.126,128,59,11,1,170841,0.098,0.072,1,2016
0.65,0.628,0.383,0.374,0,-9.256,130.499,10,6,1,208587,0.081,0.707,0,2016
0.447,0.584,0.688,0.712,0.861,-13.317,127.006,15,1,1,414520,0.028,0.764,0,2016
0.138,0.671,0.931,0.964,0.004,-7.09,130.71,8,9,1,193893,0.035,0.653,0,2016
0.106,0.681,0.701,0.398,0,-6.336,139.952,68,9,1,175203,0.077,0.208,1,2016
0.976,0.476,0.192,0.114,0.928,-15.753,116.542,63,9,1,98040,0.064,0.119,0,2016
0.819,0.475,0.37,0.157,0.058,-7.725,144.828,67,4,0,200560,0.036,0.084,0,2016
0.05,0.938,0.519,0.849,0.001,-8.704,117.848,10,0,1,254307,0.04,0.121,0,2016
0.554,0.735,0.567,0.574,0,-5.962,149.968,59,0,1,232707,0.064,0.066,1,2016
0.092,0.678,0.792,0.576,0,-6.204,122.61,8,4,0,196813,0.045,0.071,0,2016
0.68,0.428,0.823,0.346,0,-6.543,185.679,10,1,0,293226,0.056,0.279,0,2016
0,0.603,0.886,0.395,0,-3.777,126.025,72,5,0,229933,0.084,0.26,0,2016
0.536,0.777,0.662,0.634,0,-8.393,111.13,69,7,1,201733,0.27,0.593,1,2016
0.039,0.794,0.534,0.049,0,-5.698,120.069,64,0,1,118073,0.051,0.555,1,2016
0.021,0.571,0.539,0.727,0,-4.446,202.103,68,5,0,186973,0.116,0.125,0,2016
0.257,0.768,0.708,0.728,0,-5.101,116.952,60,7,1,190259,0.035,0.167,0,2016
0.037,0.599,0.636,0.779,0,-7.504,79.879,5,4,0,265853,0.036,0.099,0,2016
0.003,0.456,0.855,0.421,0,-7.962,138.803,14,0,1,261160,0.101,0.217,1,2016
0.716,0.505,0.397,0.558,0,-9.349,95.063,68,5,1,219683,0.324,0.085,1,2016
0,0.336,0.72,0.244,0.101,-7.471,125.532,0,7,0,290520,0.035,0.125,0,2016
0.027,0.685,0.862,0.9,0.001,-6.572,138.283,11,7,1,233093,0.035,0.775,0,2016
0.173,0.685,0.545,0.506,0,-6.189,94.061,63,7,1,312360,0.061,0.237,1,2016
0.002,0.577,0.647,0.236,0.806,-7.647,160.987,62,2,1,70771,0.057,0.154,0,2016
0.599,0.42,0.134,0.186,0,-9.42,172.637,1,8,1,230505,0.034,0.116,0,2016
0.352,0.657,0.421,0.181,0,-11.378,174.063,69,9,1,264747,0.412,0.187,1,2016
0.247,0.545,0.241,0.1,0.414,-15.103,126.628,17,10,1,331053,0.033,0.736,0,2016
0.047,0.628,0.698,0.732,0.001,-5.608,89.976,71,6,0,211667,0.105,0.091,0,2016
0.312,0.661,0.681,0.639,0,-8.099,147.047,0,0,1,253000,0.062,0.233,0,2016
0.057,0.612,0.835,0.257,0.954,-10.357,128.01,0,1,0,423882,0.034,0.203,0,2016
0.349,0.689,0.338,0.568,0,-7.634,128.012,70,11,0,320654,0.063,0.065,1,2016
0.599,0.507,0.586,0.588,0.054,-8.15,108.164,64,0,0,191623,0.059,0.118,1,2016
0.24,0.743,0.571,0.495,0,-6.054,119.054,72,7,0,213863,0.145,0.291,1,2016
0.128,0.605,0.77,0.483,0,-7.6,119.985,13,10,1,226302,0.193,0.195,0,2016
0.138,0,0,0,0.145,-25.213,0,68,4,1,222760,0,0.112,0,2016
0,0.339,0.898,0.548,0,-8.414,107.082,14,4,0,283293,0.052,0.347,0,2016
0.493,0.672,0.355,0.79,0,-7.645,141.487,68,7,1,162333,0.06,0.156,0,2016
0.057,0.612,0.835,0.257,0.954,-10.357,128.01,0,1,0,423882,0.034,0.203,0,2016
0.926,0.48,0.124,0.265,0,-17.001,120.795,4,2,1,236347,0.037,0.251,0,2016
0.075,0.666,0.542,0.895,0.001,-8.408,130.099,11,0,1,296400,0.027,0.246,0,2016
0.086,0.546,0.529,0.247,0,-10.511,107.331,70,11,0,237787,0.058,0.124,1,2016
0.014,0.209,0.655,0.182,0,-6.038,180.689,4,0,1,244027,0.038,0.374,0,2016
0.058,0.566,0.576,0.607,0,-4.859,138.045,60,5,1,237693,0.036,0.052,0,2016
0.006,0.32,0.674,0.25,0,-7.559,123.865,4,0,1,265293,0.037,0.743,0,2016
0.046,0.529,0.933,0.873,0.002,-6.467,156.564,10,4,1,183147,0.048,0.469,0,2016
0.114,0.711,0.739,0.43,0,-3.804,136.919,72,7,0,252256,0.129,0.226,1,2016
0.189,0.573,0.63,0.218,0,-8.389,77.525,72,1,1,249213,0.105,0.259,1,2016
0.99,0.721,0.029,0.662,0.93,-29.79,113.815,15,10,1,245918,0.065,0.181,0,2016
0.031,0.582,0.677,0.205,0,-7.081,193.818,70,7,1,240653,0.172,0.122,1,2016
0.222,0.801,0.567,0.864,0.593,-9.421,158.44,0,11,1,472810,0.074,0.062,0,2016
0.047,0.644,0.754,0.565,0,-6.567,90.014,56,2,0,280790,0.07,0.112,1,2016
0.492,0.676,0.499,0.35,0.087,-6.983,124.092,21,2,0,186693,0.03,0.142,0,2016
0.142,0.706,0.505,0.388,0,-6.923,160.053,73,8,1,218880,0.193,0.164,1,2016
0.453,0.444,0.557,0.296,0,-5.476,115.058,67,0,1,234910,0.06,0.152,1,2016
0.009,0.481,0.9,0.52,0,-2.45,178.029,17,8,1,232120,0.083,0.182,0,2016
0.748,0.625,0.459,0.842,0,-4.83,173.735,67,8,1,178960,0.035,0.07,0,2016
0.071,0.465,0.735,0.409,0,-3.715,173.935,71,6,1,196040,0.117,0.098,1,2016
0.011,0.455,0.984,0.387,0.007,-2.036,156.102,17,0,1,229187,0.127,0.332,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.075,0.725,0.534,0.558,0,-6.238,91.974,76,11,1,219320,0.095,0.092,1,2016
0.157,0.895,0.681,0.554,0,-5.267,121.918,69,7,0,240000,0.358,0.189,1,2016
0.065,0.827,0.849,0.768,0.017,-5.515,126.021,18,0,0,282000,0.064,0.151,0,2016
0.001,0.325,0.947,0.352,0.966,-5.102,87.406,64,7,1,228747,0.107,0.145,0,2016
0.002,0.413,0.906,0.115,0.369,-5.82,128.026,0,11,0,2938097,0.109,0.431,1,2016
0.843,0.55,0.271,0.198,0,-8.451,111.344,71,2,1,116667,0.03,0.107,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.354,0.574,0.586,0.26,0,-6.141,127.795,58,10,1,238933,0.034,0.106,0,2016
0.917,0.616,0.173,0.382,0,-11.973,71.683,4,8,1,139453,0.039,0.71,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.018,0.802,0.537,0.325,0.91,-8.04,128.017,0,11,0,352471,0.052,0.076,0,2016
0.956,0.132,0.002,0.038,0.964,-37.75,71.505,62,4,1,121104,0.053,0.098,0,2016
0.077,0.618,0.805,0.65,0,-6.941,126.91,2,7,1,304707,0.033,0.11,0,2016
0.011,0.704,0.76,0.183,0.699,-9.02,127.982,0,1,1,450000,0.035,0.098,0,2016
0.995,0.361,0.017,0.452,0.967,-27.874,114.346,66,0,1,144500,0.061,0.083,0,2016
0.715,0.658,0.393,0.74,0.209,-9.96,141.037,57,11,1,225532,0.036,0.173,0,2016
0.041,0.589,0.426,0.169,0,-7.534,132.886,56,10,1,221362,0.07,0.1,1,2016
0.014,0.8,0.697,0.765,0.234,-9.384,123.972,0,9,0,424355,0.08,0.064,0,2016
0.891,0.514,0.32,0.236,0,-9.669,76.916,58,9,1,163500,0.144,0.098,1,2016
0.005,0.641,0.773,0.442,0,-5.45,135.014,3,7,1,312427,0.029,0.21,0,2016
0.412,0.646,0.344,0.168,0,-9.542,131.977,0,9,0,231967,0.028,0.084,0,2016
0.479,0.584,0.614,0.387,0,-4.477,79.982,22,0,1,303750,0.031,0.105,0,2016
0.727,0.319,0.152,0.091,0,-13.381,138.929,65,9,0,232000,0.037,0.107,0,2016
0.602,0.535,0.75,0.481,0,-3.96,149.929,7,0,1,250000,0.037,0.378,0,2016
0.227,0.607,0.527,0.672,0.001,-8.085,171.96,5,7,1,192267,0.025,0.11,0,2016
0.263,0.854,0.98,0.255,0.001,-1.181,110.001,63,1,1,122000,0.057,0.548,1,2016
0.004,0.512,0.792,0.291,0,-6.241,92.057,6,10,1,374413,0.031,0.399,0,2016
0.009,0.73,0.948,0.878,0,-4.941,125.032,14,8,0,219040,0.042,0.288,0,2016
0.065,0.452,0.639,0.327,0,-7.364,170.027,2,7,1,342827,0.025,0.134,0,2016
0.655,0.368,0.267,0.194,0,-9.395,91.88,65,8,0,377000,0.043,0.083,0,2016
0,0.881,0.606,0.38,0.536,-4.421,127.986,0,6,1,363750,0.231,0.187,0,2016
0.121,0.599,0.835,0.809,0,-4.493,133.878,55,0,1,207629,0.129,0.079,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.318,0.558,0.864,0.474,0,-5.1,152.804,59,11,1,253787,0.43,0.123,1,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.002,0.312,0.787,0.819,0.763,-10.61,157.713,13,2,0,351917,0.052,0.744,0,2016
0.327,0.547,0.736,0.855,0,-5.681,117.837,7,11,1,248373,0.032,0.276,0,2016
0.022,0.547,0.693,0.716,0,-6.404,79.963,63,6,1,181868,0.026,0.523,0,2016
0.001,0.289,0.731,0.417,0,-5.497,79.023,5,5,1,252293,0.032,0.414,0,2016
0.541,0.59,0.434,0.203,0.368,-10.938,81.058,0,6,1,177110,0.027,0.172,0,2016
0.218,0.527,0.762,0.382,0,-7.073,83.018,2,4,0,292253,0.025,0.112,0,2016
0.011,0.714,0.865,0.76,0.002,-5.973,100.016,6,2,1,216813,0.042,0.774,0,2016
0.312,0.651,0.691,0.661,0,-7.578,147.049,0,0,1,253000,0.071,0.233,0,2016
0.064,0.623,0.74,0.35,0,-6.942,82.877,59,1,1,253533,0.307,0.366,1,2016
0.002,0.556,0.765,0.412,0,-5.299,128.012,0,11,0,285000,0.057,0.165,0,2016
0.179,0.851,0.484,0.178,0.779,-8.415,127.999,0,8,1,304629,0.102,0.051,0,2016
0.792,0.742,0.272,0.645,0,-13.398,123.024,0,9,1,154093,0.037,0.06,0,2016
0.976,0.655,0.179,0.758,0,-6.903,140.687,59,11,1,38333,0.072,0.105,1,2016
0.35,0.58,0.711,0.805,0,-7.882,141.583,7,7,1,241227,0.038,0.11,0,2016
0.003,0.887,0.803,0.616,0.707,-6.702,128.043,0,5,0,247500,0.273,0.052,0,2016
0.008,0.503,0.931,0.483,0,-5.55,139.972,3,2,1,286560,0.036,0.397,0,2016
0.303,0.723,0.443,0.712,0,-5.736,129.964,67,0,1,217133,0.03,0.246,0,2016
0.023,0.689,0.791,0.755,0,-5.194,95.04,64,0,0,210573,0.053,0.053,0,2016
0.001,0.861,0.816,0.389,0.781,-5.627,127.908,2,7,1,300500,0.098,0.056,0,2016
0.001,0.49,0.987,0.255,0.774,-6.038,138,0,9,0,511750,0.059,0.088,0,2016
0.633,0.735,0.55,0.843,0,-9.313,140.047,12,0,1,247000,0.038,0.138,0,2016
0.062,0.536,0.721,0.393,0,-6.44,117.139,68,10,0,191942,0.386,0.824,1,2016
0.264,0.739,0.333,0.395,0,-10.331,119.858,2,10,1,239534,0.084,0.378,0,2016
0.069,0.364,0.975,0.121,0,-2.346,152.9,0,6,1,1710541,0.213,0.094,1,2016
0.005,0.817,0.797,0.362,0,-4.395,119.977,67,1,0,294463,0.084,0.055,0,2016
0.32,0.723,0.643,0.548,0,-6.861,102.015,65,8,1,182653,0.035,0.332,0,2016
0.509,0.436,0.306,0.355,0,-11.337,95.337,60,11,0,245619,0.089,0.591,1,2016
0.047,0.757,0.678,0.82,0,-5.529,120.075,72,8,0,218235,0.233,0.065,0,2016
0.004,0.811,0.929,0.364,0.937,-5.436,118.996,0,8,1,399328,0.064,0.354,0,2016
0.991,0.275,0.058,0.032,0.865,-24.487,73.222,0,3,1,263681,0.054,0.056,0,2016
0.198,0.81,0.76,0.566,0.002,-5.966,121.951,55,2,1,211209,0.046,0.292,0,2016
0.003,0.589,0.934,0.586,0,-1.432,136.922,58,0,1,215474,0.121,0.092,0,2016
0.001,0.79,0.881,0.118,0.45,-6.483,125.997,0,9,1,397078,0.069,0.046,0,2016
0.132,0.709,0.671,0.83,0,-9.689,119.475,9,5,1,179653,0.038,0.097,0,2016
0.021,0.843,0.847,0.048,0.815,-8.237,127.991,0,4,0,268125,0.166,0.356,0,2016
0.182,0.577,0.604,0.351,0.002,-7.84,99.997,63,3,0,318147,0.033,0.205,0,2016
0.074,0.528,0.805,0.658,0.216,-11.632,118.955,18,0,1,349903,0.049,0.881,0,2016
0.787,0.671,0.761,0.09,0,-16.868,125.057,0,10,0,397440,0.533,0.194,1,2016
0.005,0.611,0.807,0.743,0.822,-9.325,131.943,21,5,1,413271,0.034,0.579,0,2016
0.024,0.464,0.771,0.69,0,-4.503,158.777,64,8,1,198237,0.336,0.063,1,2016
0,0.208,0.95,0.204,0.173,-2.008,190.366,21,9,0,168000,0.092,0.094,1,2016
0,0.753,0.594,0.662,0.011,-9.851,124.996,1,10,0,397440,0.086,0.128,1,2016
0.009,0.43,0.947,0.384,0,-2.45,120.829,16,5,1,243200,0.133,0.218,0,2016
0.002,0.531,0.825,0.824,0,-5.333,156.071,61,7,0,171520,0.054,0.329,0,2016
0.748,0.517,0.446,0.532,0,-5.344,71.633,57,5,1,200417,0.032,0.091,0,2016
0.114,0.567,0.654,0.651,0,-6.821,147.987,5,8,1,237147,0.034,0.086,0,2016
0.084,0.349,0.817,0.318,0,-5.587,141.121,6,8,1,227400,0.064,0.794,0,2016
0.005,0.553,0.761,0.27,0.041,-10.384,99.988,0,9,1,368445,0.037,0.107,0,2016
0.028,0.669,0.937,0.223,0,-4.054,75.013,72,8,0,179225,0.071,0.318,0,2016
0.747,0.473,0.333,0.247,0,-7.75,136.107,0,2,1,181210,0.034,0.225,0,2016
0.014,0.801,0.521,0.412,0,-9.871,108.025,59,4,0,334360,0.28,0.179,1,2016
0,0.79,0.837,0.039,0.067,-7.159,127.01,0,4,0,448099,0.057,0.058,0,2016
0.704,0.231,0.291,0.1,0.001,-10.401,81.448,0,4,0,233520,0.033,0.094,0,2016
0.878,0.642,0.181,0.157,0,-9.062,136.552,5,3,0,183413,0.035,0.119,0,2016
0.747,0.473,0.333,0.247,0,-7.75,136.107,0,2,1,181210,0.034,0.225,0,2016
0.759,0.634,0.382,0.2,0.002,-12.877,81.971,61,9,1,188573,0.036,0.101,0,2016
0,0.755,0.537,0.567,0.842,-10.541,125.017,3,10,0,397440,0.053,0.127,1,2016
0.281,0.779,0.694,0.569,0,-9.376,82.861,60,9,1,161827,0.2,0.109,1,2016
